"Expedition","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm)","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Responsible","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (m)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)"
"N-ICE15","FCM-447C","N-ICE","R/V Lance","On-ice CTD-069",69,80.8293,8.3358,996.1,26/05/2015 07:05,"On-ice CTD",5,,"Bacteria","Flow cytometry","Aud Larsen, UiB; Lasse Mork Olsen","same # used for Ship CTD & On-ice CTD","Floe 3",,,,,,,,,,,
"N-ICE15","FCM-448B","N-ICE","R/V Lance","Ship CTD-038",38,80.8858,8.5366,1082,25/05/2015 08:25,"Ship CTD",15,,"Bacteria","Flow cytometry","Aud Larsen, UiB; Lasse Mork Olsen","same # used for Ship CTD & On-ice CTD","Floe 3",,,,,,,,,,,
"N-ICE15","HPL-310","N-ICE","R/V Lance","Refrozen lead transect 3",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,24.5,"Sea ice algae","HPLC pigments","Philipp Assmy","Thin ice transect","Floe 3",,,"Site3",,,25,2.3,,2660,6.8,200
"N-ICE15","HPL-311","N-ICE","R/V Lance","Refrozen lead transect 4",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Sea ice algae","HPLC pigments","Philipp Assmy","Thin ice transect","Floe 3",,,"Site4",,,24.5,4,,1780,6.5,200
"N-ICE15","HPL-312","N-ICE","R/V Lance","Refrozen lead transect 4",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,24.5,"Sea ice algae","HPLC pigments","Philipp Assmy","Thin ice transect","Floe 3",,,"Site4",,,24.5,4,,2540,7.1,200
"N-ICE15","HPL-313","N-ICE","R/V Lance","Refrozen lead transect 5",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Sea ice algae","HPLC pigments","Philipp Assmy","Thin ice transect","Floe 3",,,"Site5",,,24.5,1.75,,1700,6.7,200
"N-ICE15","HPL-314","N-ICE","R/V Lance","Refrozen lead transect 5",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,25,"Sea ice algae","HPLC pigments","Philipp Assmy","Thin ice transect","Floe 3",,,"Site5",,,24.5,1.75,,2560,7.1,200
"N-ICE15","PAB-344","N-ICE","R/V Lance","Refrozen lead transect 3",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,24.5,"Sea ice algae","Particulate absorption","Mats Granskog","Thin ice transect","Floe 3",,,"Site3",,,25,2.3,,2660,6.8,200
"N-ICE15","PAB-345","N-ICE","R/V Lance","Refrozen lead transect 4",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Sea ice algae","Particulate absorption","Mats Granskog","Thin ice transect","Floe 3",,,"Site4",,,24.5,4,,1780,6.5,200
"N-ICE15","PAB-346","N-ICE","R/V Lance","Refrozen lead transect 4",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,24.5,"Sea ice algae","Particulate absorption","Mats Granskog","Thin ice transect","Floe 3",,,"Site4",,,24.5,4,,2540,7.1,200
"N-ICE15","PAB-347","N-ICE","R/V Lance","Refrozen lead transect 5",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Sea ice algae","Particulate absorption","Mats Granskog","Thin ice transect","Floe 3",,,"Site5",,,24.5,1.75,,1700,6.7,200
"N-ICE15","PAB-348","N-ICE","R/V Lance","Refrozen lead transect 5",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,25,"Sea ice algae","Particulate absorption","Mats Granskog","Thin ice transect","Floe 3",,,"Site5",,,24.5,1.75,,2560,7.1,200
" ","PHT-192","N-ICE","R/V Lance","Ship CTD-038",38,80.8858,8.5366,1082,25/05/2015 08:25,"Ship CTD",100,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","PHT-193","N-ICE","R/V Lance","Ship CTD-038",38,80.8858,8.5366,1082,25/05/2015 08:25,"Ship CTD",50,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","PHT-194","N-ICE","R/V Lance","Ship CTD-038",38,80.8858,8.5366,1082,25/05/2015 08:25,"Ship CTD",24,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","PHT-195","N-ICE","R/V Lance","Ship CTD-038",38,80.8858,8.5366,1082,25/05/2015 08:25,"Ship CTD",15,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","PHT-196","N-ICE","R/V Lance","Ship CTD-038",38,80.8858,8.5366,1082,25/05/2015 08:25,"Ship CTD",5,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","POC-375","N-ICE","R/V Lance","Refrozen lead transect 1",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Sea ice algae","POC/PON","Philipp Assmy","Thin ice transect","Floe 3",,,"Site1",,,22,2.2,,1730,6.8,200
"N-ICE15","POC-376","N-ICE","R/V Lance","Refrozen lead transect 1",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,22,"Sea ice algae","POC/PON","Philipp Assmy","Thin ice transect","Floe 3",,,"Site1",,,22,2.2,,2135,8.2,200
"N-ICE15","POC-377","N-ICE","R/V Lance","Refrozen lead transect 2",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Sea ice algae","POC/PON","Philipp Assmy","Thin ice transect","Floe 3",,,"Site2",,,24,3.75,,1770,6.3,200
"N-ICE15","POC-378","N-ICE","R/V Lance","Refrozen lead transect 2",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,24,"Sea ice algae","POC/PON","Philipp Assmy","Thin ice transect","Floe 3",,,"Site2",,,24,3.75,,2420,6.2,200
"N-ICE15","POC-379","N-ICE","R/V Lance","Refrozen lead transect 3",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Sea ice algae","POC/PON","Philipp Assmy","Thin ice transect","Floe 3",,,"Site3",,,25,2.3,,1760,6.6,200
"N-ICE15","On-ice CTD-069","N-ICE","R/V Lance","On-ice CTD-069",69,80.8293,8.3358,996.1,26/05/2015 07:05,"On-ice CTD",,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-424","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",960,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-425","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",700,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-426","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",400,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-427","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",200,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-428","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",100,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-429","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",75,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-430","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",50,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-431","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",25,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-432","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",15,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-433","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",5,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","AMM-434","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",2,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-606","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",960,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-607","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",700,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-608","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",400,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-609","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",200,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-610","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",100,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-611","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",75,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-612","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",50,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-613","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",25,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-614","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",15,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-615","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",5,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","BAR-616","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",2,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","CDO-455","N-ICE","R/V Lance","Refrozen lead transect 2",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,24,"Water","CDOM","Mats Granskog","Thin ice transect","Floe 3",,,"Site2",,,24,3.75,,2420,6.2,
"N-ICE15","CDO-456","N-ICE","R/V Lance","Refrozen lead transect 3",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Water","CDOM","Mats Granskog","Thin ice transect","Floe 3",,,"Site3",,,25,2.3,,1760,6.6,
"N-ICE15","CDO-457","N-ICE","R/V Lance","Refrozen lead transect 3",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,24.5,"Water","CDOM","Mats Granskog","Thin ice transect","Floe 3",,,"Site3",,,25,2.3,,2660,6.8,
"N-ICE15","CDO-458","N-ICE","R/V Lance","Refrozen lead transect 4",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Water","CDOM","Mats Granskog","Thin ice transect","Floe 3",,,"Site4",,,24.5,4,,1780,6.5,
"N-ICE15","CDO-459","N-ICE","R/V Lance","Refrozen lead transect 4",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,24.5,"Water","CDOM","Mats Granskog","Thin ice transect","Floe 3",,,"Site4",,,24.5,4,,2540,7.1,
"N-ICE15","CDO-460","N-ICE","R/V Lance","Refrozen lead transect 5",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",0,10,"Water","CDOM","Mats Granskog","Thin ice transect","Floe 3",,,"Site5",,,24.5,1.75,,1700,6.7,
"N-ICE15","CDO-461","N-ICE","R/V Lance","Refrozen lead transect 5",,80.8935,8.5268,1012.3,24/05/2015 12:00,"Ice corer 9 cm",10,25,"Water","CDOM","Mats Granskog","Thin ice transect","Floe 3",,,"Site5",,,24.5,1.75,,2560,7.1,
"N-ICE15","DIC-632","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",960,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-633","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",700,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-634","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",400,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-635","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",200,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-636","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",100,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-637","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",75,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-638","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",50,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-639","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",25,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-640","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",15,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-641","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",5,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-581","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",960,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-582","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",700,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-583","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",400,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-584","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",200,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-585","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",100,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-586","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",75,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-587","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",50,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-588","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",25,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","MET-589","N-ICE","R/V Lance","Ship CTD-039",39,80.8824,8.5565,976,25/05/2015 09:37,"Ship CTD",15,,"Water","Methane","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","DIC-642","N-ICE","R/V Lance","On-ice CTD-070",70,80.8286,8.3377,996.1,26/05/2015 07:42,"On-ice CTD",400,,"Water","DIC/AT","Agnetha Fransson",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-1043","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",520,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1044","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",400,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1045","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",300,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1046","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",200,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1047","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",100,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1048","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",75,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1049","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",50,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1050","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",25,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1051","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",12,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1052","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",5,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-1053","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",2,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1024","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",520,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1025","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",400,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1026","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",300,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1027","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",200,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1028","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",100,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1029","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",75,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1030","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",50,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1031","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",25,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1032","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",12,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1033","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",5,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-1034","N-ICE","R/V Lance","Ship CTD-048",48,80.1889,7.1701,544,19/06/2015 14:39,"Ship CTD",2,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1012","N-ICE","R/V Lance","Ship CTD-050",50,80.3010,6.2063,555,21/06/2015 06:57,"Ship CTD",25,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1013","N-ICE","R/V Lance","Ship CTD-050",50,80.3010,6.2063,555,21/06/2015 06:57,"Ship CTD",15,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1014","N-ICE","R/V Lance","Ship CTD-050",50,80.3010,6.2063,555,21/06/2015 06:57,"Ship CTD",5,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1015","N-ICE","R/V Lance","Ship CTD-050",50,80.3010,6.2063,555,21/06/2015 06:57,"Ship CTD",2,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1026","N-ICE","R/V Lance","Ship CTD-051",51,80.2091,5.8911,669,22/06/2015 07:34,"Ship CTD",100,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1027","N-ICE","R/V Lance","Ship CTD-051",51,80.2091,5.8911,669,22/06/2015 07:34,"Ship CTD",200,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1028","N-ICE","R/V Lance","Ship CTD-051",51,80.2091,5.8911,669,22/06/2015 07:34,"Ship CTD",300,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1029","N-ICE","R/V Lance","Ship CTD-051",51,80.2091,5.8911,669,22/06/2015 07:34,"Ship CTD",400,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1030","N-ICE","R/V Lance","Ship CTD-051",51,80.2091,5.8911,669,22/06/2015 07:34,"Ship CTD",676,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1031","N-ICE","R/V Lance","Ship CTD-051",51,80.2091,5.8911,669,22/06/2015 07:34,"Ship CTD",75,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","SAL-1032","N-ICE","R/V Lance","Ship CTD-051",51,80.2091,5.8911,669,22/06/2015 07:34,"Ship CTD",50,,"Water","Salinity","Paul Dodd",,"Floe 4",,,,,,,,,,,
"N-ICE15","On-ice CTD-070","N-ICE","R/V Lance","On-ice CTD-070",70,80.8286,8.3377,996.1,26/05/2015 07:42,"On-ice CTD",,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","PHT-198","N-ICE","R/V Lance","Handnet 20µm",,80.8690,8.5720,913,25/05/2015 12:16,"Handnet 20 µm",0,20,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","MIT-032","N-ICE","R/V Lance","Ship CTD-040",40,80.8690,8.5720,913,25/05/2015 12:16,"Ship CTD",50,,"Phytoplankton","Microplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,19.5
"N-ICE15","MIT-033","N-ICE","R/V Lance","Ship CTD-040",40,80.8690,8.5720,913,25/05/2015 12:16,"Ship CTD",25,,"Phytoplankton","Microplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,19.5
"N-ICE15","MIT-034","N-ICE","R/V Lance","Ship CTD-040",40,80.8690,8.5720,913,25/05/2015 12:16,"Ship CTD",5,,"Phytoplankton","Microplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,19.5
"N-ICE15","On-ice CTD-072","N-ICE","R/V Lance","On-ice CTD-072",72,80.8242,8.3422,975,26/05/2015 10:51,"On-ice CTD",,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","ZOT-109","N-ICE","R/V Lance","Multinet-22",,80.8830,8.5115,1034,24/05/2015 17:15,"Multinet 200 μm",900,600,"Zooplankton","Zooplankton genetics","Anette Wold",,"Floe 3",,,,,,,,,,,
"N-ICE15","ZOT-110","N-ICE","R/V Lance","Multinet-22",,80.8830,8.5115,1034,24/05/2015 17:15,"Multinet 200 μm",600,200,"Zooplankton","Zooplankton genetics","Anette Wold",,"Floe 3",,,,,,,,,,,
