"Expedition ","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm) from","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Contact person","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)"
"N-ICE15","POC-078","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",101,101,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-079","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",50,50,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-080","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",25,25,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","FCM-095","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",101,101,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-096","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",101,101,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-097","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",101,101,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-098","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",50,50,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-099","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",50,50,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-100","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",50,50,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-101","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",25,25,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-102","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",25,25,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-103","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",25,25,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-054","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-055","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-056","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","HPL-062","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","HPL-063","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","HPL-064","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","PAB-072","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PAB-073","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PHT-047","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","PHT-048","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","PHT-049","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","CHL-087","N-ICE","R/V Lance","D2",,83.1167,24.4167,"n.r.",06/03/2015 12:00,"Ice corer 9 cm",,,"Sea ice","Pigments","Philipp Assmy","6 MAR ST D2 ICE TOP","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-088","N-ICE","R/V Lance","D2",,83.1167,24.4167,"n.r.",06/03/2015 12:00,"NO-GEAR",,,"Snow","Pigments","Philipp Assmy","6 MAR ST D2 SNOW TOP","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-089","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Brine","Pigments","Philipp Assmy","8 MAR ST D1 BRINE SHALLOW","Floe 2",,,,,,,,,,,100
"N-ICE15","POC-081","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-082","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-083","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-084","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",,,"MilliQ","POC/PON","Philipp Assmy","MilliQ","Floe 2",,,,,,,,,,,1000
"N-ICE15","PAB-074","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","FCM-104","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-105","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-106","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-107","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-108","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-109","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-110","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-111","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-112","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-072","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",950,950,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-073","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",901,901,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-074","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",800,800,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-075","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",600,600,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-076","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",501,501,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-218","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",600,600,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-002","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",800,800,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-005","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",700,700,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-007","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",901,901,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-008","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",501,501,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-009","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",600,600,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-010","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",950,950,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-244","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",950,950,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-247","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",600,600,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-250","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",501,501,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-251","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",800,800,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-252","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",901,901,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-215","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",501,501,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-217","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",600,600,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-222","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",901,901,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-223","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",700,700,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-229","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",800,800,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-230","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",950,950,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-262","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",950,950,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-263","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",901,901,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-264","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",800,800,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-265","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",700,700,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-266","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",600,600,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-267","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",501,501,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-278","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",950,950,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-279","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",901,901,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-280","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",800,800,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-281","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",700,700,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-282","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",600,600,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-283","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",501,501,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-271","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",950,950,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-274","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",901,901,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-275","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",800,800,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-276","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",700,700,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-277","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",600,600,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-279","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",501,501,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-255","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",700,700,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-222","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",950,950,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-227","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",901,901,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-229","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",800,800,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-231","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",700,700,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-233","N-ICE","R/V Lance","On-ice CTD-027","027",83.1471,23.8805,"n.r.","07.03.2015 09:16","On-ice CTD",501,501,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","ZOT-019","N-ICE","R/V Lance","Next to ship",,83.2500,23.1500,"n.r.","07.03.2015 09:58","WP2 200 μm",200,600,"Zooplankton","Mesozooplankton taxonomy","Janne Søreide, UNIS; Anette Wold",,"Floe 2",,,,,,,,,,,
"N-ICE15","ZOT-020","N-ICE","R/V Lance","Next to ship",,83.2500,23.1500,"n.r.","07.03.2015 10:50","WP2 200 μm",600,1000,"Zooplankton","Mesozooplankton taxonomy","Janne Søreide, UNIS; Anette Wold",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-233","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",250,250,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-077","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",400,400,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-078","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",301,301,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-079","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",250,250,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-080","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",200,200,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-081","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",150,150,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-082","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-219","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",301,301,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-001","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-004","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",200,200,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-011","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",301,301,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","CDO-189","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","CDOM","Mats Granskog",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-235","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",150,150,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-239","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-240","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",200,200,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-241","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",400,400,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-246","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",301,301,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-218","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",200,200,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-224","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",301,301,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-225","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",400,400,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-228","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",150,150,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-231","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-290","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",250,250,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-291","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",400,400,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-292","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",301,301,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-293","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",150,150,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
